patch_path,case_id,scanner,label
data/processed/patches/Hamamatsu-S360/positive/066_pos_000.png,66,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/058_pos_007.png,58,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_101.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/092_pos_003.png,92,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/073_pos_002.png,73,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/073_pos_016.png,73,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/056_pos_008.png,56,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/084_pos_066.png,84,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/054_pos_001.png,54,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/054_pos_015.png,54,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/071_pos_023.png,71,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/078_pos_020.png,78,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_049.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/063_pos_005.png,63,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_075.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_060.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/099_pos_008.png,99,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_074.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/063_pos_004.png,63,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_048.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/078_pos_009.png,78,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/071_pos_022.png,71,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/054_pos_014.png,54,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/054_pos_000.png,54,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/090_pos_023.png,90,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/056_pos_009.png,56,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/100_pos_081.png,100,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/092_pos_002.png,92,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/100_pos_042.png,100,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/083_pos_043.png,83,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/094_pos_100.png,94,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/070_pos_058.png,70,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/066_pos_003.png,66,Hamamatsu-S360,1
data/processed/patches/Hamamatsu-S360/positive/058_pos_004.png,58,Hamamatsu-S360,1
