patch_path,case_id,scanner,label
data/processed/patches/Hamamatsu-XR/positive/021_pos_004.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_002.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_016.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/026_pos_008.png,26,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_051.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_000.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_012.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_006.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/039_pos_046.png,39,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/031_pos_003.png,31,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_005.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/027_pos_066.png,27,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_007.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_013.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_014.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_000.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_012.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_004.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_010.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/031_pos_002.png,31,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_007.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_013.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_001.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/026_pos_009.png,26,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_003.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_005.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_007.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_001.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_046.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_052.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_003.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_005.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_011.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_039.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/039_pos_045.png,39,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/031_pos_000.png,31,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/027_pos_065.png,27,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/041_pos_000.png,41,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_010.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_004.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_003.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_002.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/041_pos_001.png,41,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_011.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/039_pos_044.png,39,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_038.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_010.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_004.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_002.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_053.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_047.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/033_pos_008.png,33,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_000.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_014.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_006.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/004_pos_018.png,4,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/004_pos_008.png,4,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_010.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_004.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_006.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_043.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_057.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_000.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/039_pos_068.png,39,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_014.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/036_pos_009.png,36,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_003.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_015.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_001.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_029.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_012.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_013.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_000.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_014.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_002.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/036_pos_008.png,36,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/031_pos_004.png,31,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_015.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/028_pos_000.png,28,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_001.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_005.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/004_pos_009.png,4,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_003.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_001.png,21,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_007.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_013.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_054.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/040_pos_040.png,40,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/039_pos_043.png,39,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_017.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_003.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_028.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/027_pos_063.png,27,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_000.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_002.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/041_pos_012.png,41,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_016.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_011.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_005.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/038_pos_004.png,38,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/006_pos_003.png,6,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/041_pos_013.png,41,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/027_pos_062.png,27,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/013_pos_029.png,13,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/031_pos_007.png,31,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/034_pos_002.png,34,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/016_pos_010.png,16,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/003_pos_006.png,3,Hamamatsu-XR,1
data/processed/patches/Hamamatsu-XR/positive/021_pos_000.png,21,Hamamatsu-XR,1
