epoch,train_loss,train_auroc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc
1,0.8141116594296035,0.49009927253094177,0.6871144813360627,0.6257731958762887,0.24279835390946503,0.24789915966386555,0.24532224532224534,0.4697329751572761,0.23739871138557186
2,0.7615446402541605,0.5021443315345423,0.696716585601728,0.5360824742268041,0.2579908675799087,0.47478991596638653,0.3343195266272189,0.5210658033705285,0.2531267312230549
3,0.7368580194489546,0.5085292768629552,0.6790321701580716,0.7237113402061855,0.265625,0.07142857142857142,0.11258278145695365,0.506942531110805,0.2507153839649368
4,0.7391122704775427,0.48586426701209595,0.6741862666975592,0.7494845360824742,0.14285714285714285,0.004201680672268907,0.00816326530612245,0.5159686825549892,0.26463847990798095
5,0.7158259229108359,0.5181827855059135,0.6892507242173264,0.5608247422680412,0.23595505617977527,0.35294117647058826,0.2828282828282828,0.49596477935436467,0.2487665797129055
6,0.7172353794474124,0.5082664458117857,0.6830950577234485,0.6948453608247422,0.24561403508771928,0.11764705882352941,0.1590909090909091,0.5060097809615649,0.258782327474274
7,0.7132339430906695,0.5231285262029219,0.6751557903191479,0.7422680412371134,0.35,0.058823529411764705,0.10071942446043165,0.493387518942003,0.2599081566533515
8,0.705335946289947,0.5303131812348937,0.7044100874478055,0.40515463917525774,0.24122137404580152,0.6638655462184874,0.3538633818589026,0.4969348395095744,0.26147347454600683
9,0.705766664601548,0.5372048417905616,0.6867937408771712,0.6010309278350515,0.2588996763754045,0.33613445378151263,0.29250457038391225,0.4978819396611104,0.2651494157412223
10,0.7099941807541592,0.5253586491878459,0.6986105572317064,0.45670103092783504,0.23583180987202926,0.542016806722689,0.3286624203821656,0.48630435780869724,0.26497753830402315
11,0.7046391165556077,0.5459304082793903,0.6901438339469359,0.6134020618556701,0.24723247232472326,0.2815126050420168,0.2632612966601179,0.49321531891445103,0.26866077254985493
12,0.6956490855072278,0.5705049599887471,0.717767864158473,0.411340206185567,0.24186046511627907,0.6554621848739496,0.35334088335220837,0.5002640400422464,0.2673137007899173
