train_loss,train_auroc,val_loss,val_auroc,val_auprc
0.8243287011805086,0.4772235406853127,0.7304779000537573,0.48391515031645566,0.24103085944622035
0.788035257756186,0.4931083251838968,0.6992695517339397,0.4720678401898734,0.2293883533534384
0.7688940121312442,0.5059559882919573,0.7143388109043041,0.48918611550632907,0.24029410737239038
0.7622558090352018,0.49943129261487995,0.6818628992678787,0.49405162183544304,0.24553367559624245
0.7373788172472245,0.5199352976585951,0.6820708606712677,0.5311214398734178,0.2766503475476464
0.7309761303988153,0.5172570116259263,0.6913207034307958,0.5304341376582279,0.2771693059518755
0.7238257772597319,0.5135739865912644,0.6836005137025968,0.5316159018987342,0.27951547214546196
0.7167586902971994,0.5265344750009671,0.686428540409409,0.5165595332278481,0.2687018611453893
0.7274438061177566,0.5026284053729954,0.6737535998196721,0.5208959651898734,0.2712545512120945
0.7141272770912316,0.526308485073467,0.6931711443295671,0.5140278876582278,0.27191555970398584
0.7192731961267314,0.511232479842445,0.6936110377767574,0.517548457278481,0.270318243844173
0.7159932254247706,0.5174517837256034,0.6844834915538591,0.5106902689873418,0.2783084687631637
0.7022873636646745,0.5457806051779518,0.6914536228143462,0.5150514240506329,0.27708428113418115
0.7044706010872381,0.5478101033106506,0.6874396032858533,0.5091005735759494,0.26659138561763707
