epoch,train_loss,train_auroc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc
1,0.8227094502782116,0.4917695362220395,0.6862272245315449,0.6885644768856448,0.27111111111111114,0.1491442542787286,0.19242902208201892,0.512324916108213,0.267850566378812
2,0.7793311379703537,0.49736004291477676,0.7318973496302491,0.3734793187347932,0.253766851704996,0.78239608801956,0.38323353293413176,0.5233085534977183,0.2792624783615014
3,0.747373763114944,0.5025529848306421,0.6453021911954068,0.7506082725060828,0.48717948717948717,0.04645476772616137,0.08482142857142858,0.5200102946853687,0.28387879457283716
4,0.7302119421519442,0.5119777300241555,0.7120541155773358,0.3680048661800487,0.25079113924050633,0.7750611246943765,0.3789599521817095,0.5042505172089524,0.27132335042028943
5,0.7285295107715661,0.4977336427090905,0.685922555824846,0.6082725060827251,0.23595505617977527,0.2567237163814181,0.2459016393442623,0.49564752581095395,0.26969459775491367
6,0.7168874276398514,0.5187363312309747,0.6559471393733709,0.7238442822384428,0.25806451612903225,0.05867970660146699,0.09561752988047809,0.5070350316264612,0.27777058917272274
7,0.7090880869373429,0.5312043117923585,0.6645019541691689,0.7153284671532847,0.264,0.08068459657701711,0.12359550561797752,0.509212753531374,0.278459006799859
8,0.7118023059739957,0.5195697095317147,0.6668212439892066,0.7183698296836983,0.2545454545454545,0.06845965770171149,0.10789980732177264,0.5075428367797432,0.273241012820076
9,0.7126500676073209,0.5104258783721587,0.6858642115790189,0.597323600973236,0.2617702448210923,0.33985330073349634,0.2957446808510638,0.5081535887867119,0.27929472458052396
10,0.6921218725595837,0.5635340255139774,0.6727340135841184,0.6459854014598541,0.2535612535612536,0.2176039119804401,0.23421052631578948,0.5095314928283659,0.26581298828164623
11,0.698462008273402,0.5488768199896522,0.6895578083040651,0.5559610705596107,0.2549618320610687,0.4083129584352078,0.31390977443609025,0.5096304801876801,0.27020321438452977
12,0.700654756580485,0.5458994486466927,0.6686615565397444,0.6818734793187348,0.2682926829268293,0.16136919315403422,0.2015267175572519,0.5095869257495818,0.28265894170424677
