train_loss,train_auroc,val_loss,val_auroc,val_auprc
0.04488390310715589,0.49403628159846147,0.03816998155461144,0.4885831381733021,0.24242630196339443
0.03754343647790667,0.5038249951420213,0.03807554334862945,0.49802543968407037,0.2360931635753049
0.03636424468663305,0.5298734621579368,0.036742980954880565,0.49803691968590713,0.24202474346426872
0.03607174167440451,0.5336911816999258,0.03705844903345575,0.5068191210910593,0.25688549895166546
0.035827175201384474,0.553545839463279,0.037065351331971357,0.4889103182256509,0.2444841089694763
0.036015022950553394,0.5311650327386843,0.036752495688107824,0.48857165817146536,0.2501885788374479
0.03560454889976509,0.5595997449902189,0.036029138907636565,0.505234880837581,0.2590633464258879
0.03566221340487443,0.5587539564864551,0.03618765784446726,0.5270641043302566,0.2737957116547819
0.03561959966254099,0.572778888148866,0.03641955292946899,0.504459980713597,0.2532666186560215
0.03539484327119383,0.5746279515820943,0.03675172976458196,0.5067674610827937,0.27049051492950144
0.03516711130112961,0.5918374740086767,0.03693829648887988,0.5132364421178307,0.2709351662434405
0.03501516526353873,0.601969201778763,0.03668434656004316,0.5123180419708867,0.26671738686287516
0.03463028061688088,0.6197575891329213,0.036840709471671854,0.5163475226156036,0.28041661654548033
0.03434952281524978,0.6352226348767407,0.038187716394355614,0.5000057400009184,0.2709636867136924
0.03374577297764177,0.6588477207818725,0.03998628206858315,0.4991849198695872,0.27035024188158596
0.03381667772971267,0.6574497445506513,0.03912654630455774,0.4897713183634109,0.2463866122911242
0.03287567357073864,0.6970587174269113,0.04047864722760068,0.49058065849290533,0.25232999096143693
0.032064318973102975,0.7242374792228568,0.041773749188971275,0.48694723791155803,0.24870078534114332
