epoch,train_loss,train_auroc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc
1,0.8187757885596825,0.5039490552195869,0.7012011107933452,0.4732313575525813,0.25538971807628524,0.6015625,0.3585564610011641,0.5162579113924051,0.24856081195137356
2,0.7691701180789375,0.5016433471754992,0.692333111685503,0.5363288718929254,0.25054466230936817,0.44921875,0.32167832167832167,0.5128955696202532,0.25029949603720325
3,0.7383166098528787,0.5152621245632049,0.7181707748263562,0.32887189292543023,0.24426605504587157,0.83203125,0.3776595744680851,0.498076542721519,0.24639073711198284
4,0.7300665059062111,0.5094220154908291,0.7388417547565117,0.24665391969407266,0.24521072796934865,1.0,0.39384615384615385,0.509493670886076,0.24640936549511688
5,0.7246754569074252,0.5093264957241755,0.6938611976731119,0.5152963671128107,0.25343811394891946,0.50390625,0.33725490196078434,0.5153283227848101,0.2684767959070335
6,0.7125685397358702,0.5248850199895895,0.6758091600173746,0.7179732313575525,0.25316455696202533,0.078125,0.11940298507462686,0.5122379351265822,0.26653116228920887
7,0.7066902343096729,0.5340276019889829,0.6886751236924705,0.5258126195028681,0.25206611570247933,0.4765625,0.32972972972972975,0.5200627966772151,0.2693123898730704
8,0.7088363707978891,0.5324139456823369,0.6872063395398069,0.5850860420650096,0.2568306010928962,0.3671875,0.3022508038585209,0.521514042721519,0.26845662652402136
9,0.7088223870930676,0.5261693621451262,0.6926993961315994,0.5066921606118547,0.25190839694656486,0.515625,0.3384615384615385,0.525929588607595,0.2651825817444935
10,0.7083244261445786,0.5295861873327555,0.694648530355603,0.4713193116634799,0.25208681135225375,0.58984375,0.3532163742690059,0.5258949762658228,0.2821354721977446
11,0.7050066249540061,0.5384844558970138,0.7025904371679171,0.44263862332695986,0.2556053811659193,0.66796875,0.36972972972972973,0.5219244462025316,0.27114875490351287
12,0.6973331548017163,0.558428575985211,0.6816547386504952,0.6252390057361377,0.24436090225563908,0.25390625,0.24904214559386972,0.5152937104430381,0.27220804871170123
13,0.7090425894386773,0.530934152778692,0.7061165199680949,0.39292543021032506,0.24900662251655628,0.734375,0.37190900098911966,0.5232965783227848,0.2735943811825431
14,0.6984566654041465,0.5536810908866339,0.7139191079322056,0.40535372848948376,0.25203252032520324,0.7265625,0.37424547283702214,0.5244387856012658,0.26918301385265025
15,0.6924447412767533,0.5703726187074869,0.6859142594538045,0.6175908221797323,0.2631578947368421,0.3125,0.2857142857142857,0.518720332278481,0.26801445786250355
16,0.6887002238464307,0.5827560862887907,0.684667751734389,0.6328871892925431,0.2793103448275862,0.31640625,0.2967032967032967,0.5276898734177214,0.2700680612560613
17,0.6827832751015388,0.6025597261517851,0.7122839073833954,0.5908221797323135,0.26756756756756755,0.38671875,0.31629392971246006,0.520673457278481,0.2615518485679867
18,0.6830039989466166,0.606335556359377,0.7042577612012568,0.6013384321223709,0.26112759643916916,0.34375,0.29679595278246207,0.52421875,0.26574435588313033
19,0.6771776943882336,0.6118526287786297,0.6852670334721158,0.6854684512428298,0.28402366863905326,0.1875,0.22588235294117648,0.5261817642405064,0.2683878982373069
20,0.6746860407489355,0.6157139686885187,0.6968570780115875,0.5707456978967496,0.2581453634085213,0.40234375,0.3145038167938931,0.524970332278481,0.2796337203987596
21,0.6561750034326526,0.6482892630353094,0.7108425826233158,0.5659655831739961,0.2537313432835821,0.3984375,0.3100303951367781,0.5223397943037975,0.28116906934496966
22,0.665387126720302,0.6402695048648913,0.7091472024671435,0.5602294455066922,0.25,0.3984375,0.3072289156626506,0.5248318829113924,0.27886646228761985
23,0.6578931787360766,0.6535224907483254,0.7283013238505697,0.5439770554493308,0.2673684210526316,0.49609375,0.34746922024623805,0.5303995253164557,0.27994826834140984
24,0.6523036793140095,0.6636635342517256,0.7338949623117027,0.5066921606118547,0.24708171206225682,0.49609375,0.32987012987012987,0.522384295886076,0.2707635526901695
25,0.6424889191255232,0.6785376415745459,0.7395252612763108,0.5812619502868069,0.26424870466321243,0.3984375,0.3177570093457944,0.5175385680379747,0.26717341586340515
26,0.6421776630566426,0.6743972074974365,0.7390998756908322,0.6137667304015296,0.27300613496932513,0.34765625,0.30584192439862545,0.5188488924050633,0.27340044016313314
27,0.6428293933733059,0.6791085545670665,0.7380530393146421,0.5353728489483748,0.2553191489361702,0.46875,0.3305785123966942,0.5263993275316455,0.27618720141731984
28,0.6395850507376393,0.6840986564797013,0.7446354004210769,0.5478011472275335,0.25727069351230425,0.44921875,0.32716927453769556,0.5209602452531646,0.27420143969104394
29,0.6366278582917658,0.6854284680801104,0.7422431114754758,0.5717017208413002,0.26,0.40625,0.3170731707317073,0.5176176819620253,0.2724859795312045
30,0.6114897972763079,0.7211849269468897,0.7661830575470715,0.5162523900573613,0.24899598393574296,0.484375,0.32891246684350134,0.5149426424050633,0.2673672440755199
31,0.6279855244754398,0.6983049737464854,0.7674590688818499,0.5602294455066922,0.2536231884057971,0.41015625,0.31343283582089554,0.5136471518987342,0.26925781883559186
32,0.6143666217148049,0.7182614791685471,0.7753938010272287,0.5086042065009561,0.25096525096525096,0.5078125,0.3359173126614987,0.5177561313291139,0.27202378502112967
33,0.6179036848870272,0.711668070337838,0.768493857370052,0.5487571701720841,0.25565610859728505,0.44140625,0.3237822349570201,0.5163765822784809,0.27075317537923893
