train_loss,train_auroc,val_loss,val_auroc,val_auprc
0.04338762211559317,0.5066622916464486,0.03934710545476035,0.4878263449367089,0.23758160727695288
0.0388007478700065,0.4976830942568019,0.04199863769769327,0.5210294699367088,0.28240273526478465
0.03742502696477148,0.5225077145360386,0.03730077459254297,0.5291633702531645,0.2551879791045296
0.037028569220950096,0.5199570144083848,0.03593311449566261,0.5463805379746836,0.270019106350089
0.03630016826156829,0.5259761170044187,0.035563440640843394,0.5352353639240506,0.28540526048944204
0.03621187233486552,0.5280889192320143,0.03746084984655476,0.5243151700949368,0.2794504211424188
0.035772483845476946,0.5588574817935592,0.03667742275698805,0.5198378164556963,0.2838569416642955
0.03580203129241093,0.5678885957881722,0.03662078589713824,0.538038963607595,0.2817353600828715
0.035376778965887486,0.5713210298897128,0.036391778971935775,0.5104232594936708,0.27805624089493763
0.03506997692043369,0.594922725696412,0.03595398910286664,0.5356704905063291,0.2843230552239824
0.03512423016697999,0.5919341276687001,0.03660904807368041,0.5252571202531646,0.2695694466693911
0.034770696573904546,0.6125375547075466,0.037688996001764646,0.5411936313291139,0.29195797648973376
0.03436323338115943,0.6325076330982269,0.0385483357108004,0.529326542721519,0.2902716424896544
0.03388412903897938,0.6567640549786666,0.037990981969362694,0.5311560522151899,0.28496208884170376
